username;date;retweets;favorites;text;geo;mentions;hashtags;permalink
ania_ji;2015-09-14 06:03;0;0;"Mal gusto es poner un boliche en Chile. " Terremoto bailable".";;;;https://twitter.com/ania_ji/status/643364514872848384
Alpha_Anny;2015-09-14 06:03;0;0;"#sismo M3.0, 25 km al E de Pichilemu, Hace una hora. Reportado a través de https:// play.google.com/store/apps/det ails?id=com.finazzi.distquake … pic.twitter.com/nWzNe1IJh4";;;#sismo;https://twitter.com/Alpha_Anny/status/643364487156891648
John_Wysu;2015-09-14 06:03;0;0;"no paro de temblar";;;;https://twitter.com/John_Wysu/status/643364428709253120
MujeresJovenesF;2015-09-14 06:02;11;4;"Nos sumamos a la @Marcha7Nmadrid contra la #ViolenciaMachista el #7N haremos temblar al patriarcado ¿Y Tú? #YoVoy7N http:// ow.ly/RE7lL";;@Marcha7Nmadrid;#ViolenciaMachista #7N #YoVoy7N;https://twitter.com/MujeresJovenesF/status/643364237717471232
INGVterremoti;2015-09-14 06:01;3;3;"#terremoto Ml:2.1 2015-09-14 09:48:07 UTC Lat=44.32 Lon=11.55 Prof=25.5Km Prov=BOLOGNA http:// bit.ly/1glyPLS";Casalfiumanese, Emilia Romagna;;#terremoto;https://twitter.com/INGVterremoti/status/643363948448874496
FioLujan;2015-09-14 06:00;0;0;"Dejarte con las piernas temblando ... si eso...";;;;https://twitter.com/FioLujan/status/643363767212986368
CrisRuano13;2015-09-14 06:00;0;0;"levantarme nerviosa y temblando no puede ser bueno,vaya forma de empezar el día";;;;https://twitter.com/CrisRuano13/status/643363683826057216
soolkurpavicius;2015-09-14 06:00;0;0;"mi papá me dijo q salga solo con una campera y ahora estoy temblando";;;;https://twitter.com/soolkurpavicius/status/643363653509586944
soriavittoria6;2015-09-14 06:00;0;0;"El hombre pasa su vida en raoonar sobre el pasado, quejarse de lo presente y en temblar p:r lo venidero.";;;;https://twitter.com/soriavittoria6/status/643363630424174592
mafiacapitale;2015-09-14 06:00;0;0;". @hele_fr : #Roma Caos #Pd , salta la chiusura dei circoli annunciata dopo il terremoto di Mafia capitale pic.twitter… http:// goo.gl/fb/kVzDQj";;@hele_fr;#Roma #Pd;https://twitter.com/mafiacapitale/status/643363630096879616
elemidia;2015-09-14 06:00;0;0;"Nepal: falta de médicos em abrigo para sobreviventes do terremoto de abril deixa cerca de 20 mortos. #MUNDO #ALJAZEERA";;;#MUNDO #ALJAZEERA;https://twitter.com/elemidia/status/643363567455064065
CLIMAMERIDA;2015-09-14 06:00;1;0;"#EARTHQUAKE mb 4.7 GEORGIA (SAK'ART'VELO) http:// bit.ly/1OpAMVB #SISMO";Georgia;;#EARTHQUAKE #SISMO;https://twitter.com/CLIMAMERIDA/status/643363566150529024
EMSC;2015-09-14 05:59;0;0;"#Earthquake ( #terremoto ) M2.1 strikes 26 km SE of #Bologna ( #Italy ) 12 min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459243 …";;;#Earthquake #terremoto #Bologna #Italy;https://twitter.com/EMSC/status/643363545200095232
EARTHBROOK;2015-09-14 05:59;0;1;"Temblor mb 4.7 GEORGIA (SAK'ART'VELO): Magnitude  mb 4.7Region  GEORGIA (SAK'ART'VELO)Date time  2... http:// bit.ly/1OpAMVB #worldWide";;;#worldWide;https://twitter.com/EARTHBROOK/status/643363542872096769
EscribaUsuario;2015-09-14 05:59;0;0;"@EseTalCharlie Sería una lástima que haya un temblor de unos 6 grados a 10 km de profundidad ahí por dónde estás";;@EseTalCharlie;;https://twitter.com/EscribaUsuario/status/643363433920892929
Nutizieri;2015-09-14 05:57;1;0;"Crevalcore, il Malpighi risorge dopo il terremoto http:// bit.ly/1OPwcxO via @Carlino_Bologna";;@Carlino_Bologna;;https://twitter.com/Nutizieri/status/643363042659405824
SinergiaMetal_;2015-09-14 05:56;0;0;"¿Qué relación existe entre la aceleración de cálculo del sismo y la escala sismológica de Richte… http:// estructurando.net/2015/09/14/que -relacion-existen-entre-la-aceleracion-de-calculo-del-sismo-y-la-escala-sismologica-de-richter-y-la-de-mercalli/ … vía @estructurando";;@estructurando;;https://twitter.com/SinergiaMetal_/status/643362780138049536
Candemusantti;2015-09-14 05:56;0;1;"Despierta corazón, volvamos a amarnos hasta que las paredes queden temblando";;;;https://twitter.com/Candemusantti/status/643362661921591297
Tanekron;2015-09-14 05:55;0;0;"@FriKitty Ah vale. Es que si era SEUR te podias echar a temblar xD";;@FriKitty;;https://twitter.com/Tanekron/status/643362535928938496
SofiGianni;2015-09-14 05:55;0;0;"Estoy temblando y no tengo nada de frio";;;;https://twitter.com/SofiGianni/status/643362495676215296
guardian_yue;2015-09-14 05:55;0;1;"Voy a morir ya me tengo que ir estoy temblando y no hay nadie con quien fanboygirlear aquí D':";;;;https://twitter.com/guardian_yue/status/643362452164493312
elemidia;2015-09-14 05:55;0;0;"Nepal: cerca de 3 mil famílias seguem em abrigos improvisados cinco meses após terremoto que atingiu país. #MUNDO #ALJAZEERA";;;#MUNDO #ALJAZEERA;https://twitter.com/elemidia/status/643362304906674176
Yehet_Hell;2015-09-14 05:54;0;0;"@DksHell_ -Se acurruca sin despertar, y lo acomoda bien contra su pecho, siguiendo con su sueño justo después, porque a él ni un terremoto >";;@DksHell_;;https://twitter.com/Yehet_Hell/status/643362195854770176
GeosNewsMI;2015-09-14 05:54;0;0;"Legge elettorale: respinto il ricorso Regione, non ci sarà alcun terremoto ... #news #Milano http:// goo.gl/mXggcv";;;#news #Milano;https://twitter.com/GeosNewsMI/status/643362127458074624
DelfinaSCGV;2015-09-14 05:54;0;0;"@Valee_maeha jajaja eso no te incumbe(? Posta estoy temblando";;@Valee_maeha;;https://twitter.com/DelfinaSCGV/status/643362096567185409
Richy__Ferrer;2015-09-14 05:53;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Richy__Ferrer/status/643362047586107392
LaPeper_Ann;2015-09-14 05:52;0;0;"Y leer mi TL me ha demostrado, que mi sueño pesa mas que un temblor Estaba occisa, no sentí ni versh";Nicaragua;;;https://twitter.com/LaPeper_Ann/status/643361586774605824
nazansr81;2015-09-14 05:50;0;1;"@samueletsr que se preparen!!!!! que llega el terremoto ....";;@samueletsr;;https://twitter.com/nazansr81/status/643361113854345216
CopiarPegar;2015-09-14 05:50;0;0;"Vía periodicovzlano: Sismo de magnitud 6,6 sacude el noroeste de México https:// twitter.com/periodicovzlan o/status/643360634772582401 …";;;;https://twitter.com/CopiarPegar/status/643361059458449408
Monserrat__Rm;2015-09-14 05:49;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Monserrat__Rm/status/643360960145682432
GianniVezzani1;2015-09-14 05:49;0;0;"Terremoto , scossa nella notte a sud di Firenze: magnitudo 3,7 http://www. corriere.it/cronache/15_se ttembre_13/terremoto-scossa-notte-sud-firenze-magnitudo-37-66ff97fc-59d3-11e5-b420-c9ba68e5c126.shtml …";;;;https://twitter.com/GianniVezzani1/status/643360882144247808
NenaDel98;2015-09-14 05:48;0;0;"Aunque de sueño pueda matarme, vas a temblar siempre en mi pecho..";;;;https://twitter.com/NenaDel98/status/643360538437775360
cceliaBalm;2015-09-14 05:47;0;0;"El bebé milagro del sismo de 1985 pic.twitter.com/6giFy7YD91";;;;https://twitter.com/cceliaBalm/status/643360518825242624
leggoit;2015-09-14 05:47;0;0;"L' #Aquila , a 6 anni dal #terremoto nulla è cambiato. Negozianti disperati: "Rischiamo lo sfratto" http:// fb.me/2qERf0heN";;;#Aquila #terremoto;https://twitter.com/leggoit/status/643360481932103680
Liz_De_Silva;2015-09-14 05:47;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Liz_De_Silva/status/643360460117540864
Iriis_Cn;2015-09-14 05:47;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Iriis_Cn/status/643360434679058432
Ortiz__Lna;2015-09-14 05:47;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Ortiz__Lna/status/643360377200345088
RosiitahVJ;2015-09-14 05:47;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/RosiitahVJ/status/643360377179369473
Solxggiato;2015-09-14 05:46;0;0;"Temblor ... ¿Por qué deje de leerte?";;;;https://twitter.com/Solxggiato/status/643360282425716736
NrmaPadroon;2015-09-14 05:46;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/NrmaPadroon/status/643360128360689664
ConectaMexico_;2015-09-14 05:46;0;0;"El bebé milagro del sismo de 1985 http:// dlvr.it/C8LDFD pic.twitter.com/vnhCuAMA1t";;;;https://twitter.com/ConectaMexico_/status/643360053773250560
EnfoqueYucatan;2015-09-14 05:46;0;0;"El bebé milagro del sismo de 1985 http:// dlvr.it/C8LBtl Excélsior pic.twitter.com/UUjyLlwgbX";;;;https://twitter.com/EnfoqueYucatan/status/643360051869036544
AnglMrttnz_;2015-09-14 05:46;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/AnglMrttnz_/status/643360039873454080
FlipeRyss;2015-09-14 05:45;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/FlipeRyss/status/643359985070665728
NoticiaDigital1;2015-09-14 05:45;0;0;"El bebé milagro del sismo de 1985 http:// dlvr.it/C8LDQ4";;;;https://twitter.com/NoticiaDigital1/status/643359937368756224
Nato_Tzum_;2015-09-14 05:45;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Nato_Tzum_/status/643359896646361089
SismosColombia;2015-09-14 05:45;6;3;"(4:30:47 a.m.) Sismo de 2.4 en la escala Richter a 6.15 k.m de Los Santos (Santander) http:// bit.ly/ingeominas";;;;https://twitter.com/SismosColombia/status/643359852761255936
P__Aredessz;2015-09-14 05:44;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/P__Aredessz/status/643359778866135040
Emm_anuelC;2015-09-14 05:44;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Emm_anuelC/status/643359774566928384
Oli_Ochoaa;2015-09-14 05:44;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/Oli_Ochoaa/status/643359756518821888
dariomercado;2015-09-14 05:44;0;0;"#Noticias El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;#Noticias;https://twitter.com/dariomercado/status/643359728425377792
LexGrate;2015-09-14 05:44;0;0;"Los británicos temblando con la llegada de Jeremy Corbyn. Muchas risas.";;;;https://twitter.com/LexGrate/status/643359652160344064
isabellamonii;2015-09-14 05:44;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/isabellamonii/status/643359648762974208
juanlol0;2015-09-14 05:44;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/juanlol0/status/643359551685795840
maferrguez;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/maferrguez/status/643359513010171904
leninorihuela;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/leninorihuela/status/643359506554945536
AlexxCarrllo;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/AlexxCarrllo/status/643359506261524480
Manuelglezp;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Manuelglezp/status/643359484975386624
Guillermodelao;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Guillermodelao/status/643359475693416448
karlitadevars;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/karlitadevars/status/643359470635065344
jennyjuarez21;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/jennyjuarez21/status/643359452561866752
gustavo21fc;2015-09-14 05:43;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/gustavo21fc/status/643359452201123840
ANTIPATIKO7;2015-09-14 05:43;0;0;"#SISMO ML 2.4 NORTHERN COLOMBIA http:// dlvr.it/C8L96m";;;#SISMO;https://twitter.com/ANTIPATIKO7/status/643359308994904064
ANTIPATIKO7;2015-09-14 05:43;0;0;"#SISMO mb 4.7 GEORGIA (SAK'ART'VELO) http:// dlvr.it/C8L8K6";;;#SISMO;https://twitter.com/ANTIPATIKO7/status/643359306981617664
ANTIPATIKO7;2015-09-14 05:43;0;0;"#SISMO ML 2.4 IONIAN SEA http:// dlvr.it/C8LD0R";;;#SISMO;https://twitter.com/ANTIPATIKO7/status/643359304733454337
ANTIPATIKO7;2015-09-14 05:43;0;0;"#SISMO ML 2.2 EASTERN TURKEY http:// dlvr.it/C8LDyf";;;#SISMO;https://twitter.com/ANTIPATIKO7/status/643359301227057152
DafneMontezz;2015-09-14 05:42;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/DafneMontezz/status/643359273469263872
patyvargaas;2015-09-14 05:42;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/patyvargaas/status/643359232562171904
tamaraavaldez;2015-09-14 05:42;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/tamaraavaldez/status/643359219002028032
Aby_Mndooz;2015-09-14 05:42;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Aby_Mndooz/status/643359214518312960
T__Pierto;2015-09-14 05:42;0;0;"Reportan sismo de magnitud preliminar 5.4 grados en Baja California http:// ift.tt/1LartYs";;;;https://twitter.com/T__Pierto/status/643359193676779520
DavidSnchz_;2015-09-14 05:42;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/DavidSnchz_/status/643359113011941376
infoCSismica;2015-09-14 05:42;0;0;"#Sismo M 4.7, Northwestern Caucasus: 2015-09-14 09:07:52 43.26 41.57 10 km A http:// bit.ly/1OpAAFR #CSismica";;;#Sismo #CSismica;https://twitter.com/infoCSismica/status/643359063409975296
OFICIALGRUPOCS;2015-09-14 05:42;2;0;"#TEMBLOR #SISMO M 4.7, Northwestern Caucasus: 2015-09-14 09:07:52 43.26 41.57 10 km A http:// bit.ly/1OpAAps #CONCIENCIASISMICA";;;#TEMBLOR #SISMO #CONCIENCIASISMICA;https://twitter.com/OFICIALGRUPOCS/status/643359059601559554
neurus2012;2015-09-14 05:42;0;0;"#Sismo M 4.7, Northwestern Caucasus: 2015-09-14 09:07:52 43.26 41.57 10 km A http:// bit.ly/1OpAAps #CS";;;#Sismo #CS;https://twitter.com/neurus2012/status/643359057546313730
TodoSismos;2015-09-14 05:42;0;0;"#Earthquake #Sismo M 4.7, Northwestern Caucasus: 2015-09-14 09:07:52 43.26 41.57 10 km A http:// bit.ly/1OpAAFR";;;#Earthquake #Sismo;https://twitter.com/TodoSismos/status/643359055428239360
Earthquake_rt;2015-09-14 05:41;0;0;"#Earthquake ( #sismo ) M2.4 strikes 30 km S of #Floridablanca ( #Colombia ) 10 min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459239 …";;;#Earthquake #sismo #Floridablanca #Colombia;https://twitter.com/Earthquake_rt/status/643358995982454784
Earthquake_rt;2015-09-14 05:41;0;0;"#Sismo GFZ: M 4.7, Northwestern Caucasus http:// dlvr.it/C8L56P ? #Earthquake #Quake [ #Chile ] http://twitter.com/SismosGFZ/status/643358545316937728/photo/1 pic.twitter.com/5UgmdeHVUS";;;#Sismo #Earthquake #Quake #Chile;https://twitter.com/Earthquake_rt/status/643358991305850880
AZabludovsky;2015-09-14 05:41;0;0;"El bebé milagro del sismo de 1985 http:// bit.ly/1OPtI2w";;;;https://twitter.com/AZabludovsky/status/643358901082157056
Joana_Arzz;2015-09-14 05:41;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Joana_Arzz/status/643358888427954176
ierofpx;2015-09-14 05:41;0;0;"Se viene el 18 y a mi me arde el hocico por un terremoto y una empana. Último 18 que paso en mi país y no voy a comer ni tomar ni una huea:(";;;;https://twitter.com/ierofpx/status/643358873177444352
E_duarLopez;2015-09-14 05:41;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/E_duarLopez/status/643358836905111552
PIDP42;2015-09-14 05:41;0;0;"salta la chiusura dei circoli annunciata dopo il terremoto di Mafia … – Il Messaggero … https://popo loinculatodallapolitica.wordpress.com/2015/09/14/sal ta-la-chiusura-dei-circoli-annunciata-dopo-il-terremoto-di-mafia-il-messaggero/ …";;;;https://twitter.com/PIDP42/status/643358795373023232
EMSC;2015-09-14 05:40;0;0;"#Earthquake ( #sismo ) M2.4 strikes 30 km S of #Floridablanca ( #Colombia ) 10 min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459239 …";;;#Earthquake #sismo #Floridablanca #Colombia;https://twitter.com/EMSC/status/643358706957197312
ArmndSoliis;2015-09-14 05:40;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/ArmndSoliis/status/643358666121445376
kekOcsgo;2015-09-14 05:40;0;2;"Modo bass de este amplificador te hace temblar ...";;;;https://twitter.com/kekOcsgo/status/643358552820711424
AmandoWeasleys;2015-09-14 05:39;0;0;"Os juro que he empezado a temblar porque he dudado si hoy empezaban las clases";;;;https://twitter.com/AmandoWeasleys/status/643358354895671296
Fer_rMorales;2015-09-14 05:39;0;0;"El bebé milagro del sismo de 1985 pic.twitter.com/7gkth8TEyP";;;;https://twitter.com/Fer_rMorales/status/643358283848384512
sismicapp;2015-09-14 05:37;0;0;"Sismo de 2.4 Ml tuvo lugar hoy a las 04:30 am con epicentro cercano a LOS SANTOS-SANTANDER y profundidad de 147.6 Km.";;;;https://twitter.com/sismicapp/status/643357913629618178
hele_fr;2015-09-14 05:37;1;1;"#Roma Caos #Pd , salta la chiusura dei circoli annunciata dopo il terremoto di Mafia capitale http:// j.mp/1iIHpX2 pic.twitter.com/mTPrOCgAql";;;#Roma #Pd;https://twitter.com/hele_fr/status/643357836060291073
RSNCOL;2015-09-14 05:37;1;0;"[14/09/2015 04:37:19] ¿Sintió un sismo ? Cuéntenos en qué ciudad estaba, qué actividad realizaba y si observó movimiento o daños de objetos";;;;https://twitter.com/RSNCOL/status/643357792368263168
Estructurando;2015-09-14 05:36;4;5;"¿Qué relación existe entre la aceleración de cálculo del sismo y la escala sismológica de Richter y la de Mercalli? http:// bit.ly/1OPt0lV";;;;https://twitter.com/Estructurando/status/643357768238272512
blueplanetheart;2015-09-14 05:35;0;0;"Scossa di terremoto di M 2.0 sul Gran Sasso in Abruzzo http:// fb.me/2slWdt8YK";;;;https://twitter.com/blueplanetheart/status/643357456534503424
KaRe_Unik;2015-09-14 05:35;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/KaRe_Unik/status/643357386221223936
SrtaEvelynMateo;2015-09-14 05:35;1;1;"@amcftme_ estaba muy nerviosa de verdad, estaba temblando pero tenía claro que sin esa foto no me iba";;@amcftme_;;https://twitter.com/SrtaEvelynMateo/status/643357288959451136
Tavo_Aviles3;2015-09-14 05:34;0;0;"El bebé milagro del sismo de 1985 http:// ift.tt/1OPsHrg";;;;https://twitter.com/Tavo_Aviles3/status/643357220378386432
nameless6021;2015-09-14 05:33;0;0;"(`???´)????? 18:33 ??? ?? 794 ??? 42 ??? 13 ??? #?? #earthquake #terremoto #????? #disaster #desastre #Japan #Japón pic.twitter.com/tpb9aGhzpZ";;;# #earthquake #terremoto # #disaster #desastre #Japan #Jap;https://twitter.com/nameless6021/status/643356949619175424
videospremiumes;2015-09-14 05:33;0;0;"[VIDEO] Olas en una piscina durante el terremoto de Mexico. http:// goo.gl/7Egsfp pic.twitter.com/FIGrNrGSd5";;;;https://twitter.com/videospremiumes/status/643356870485385216
VictoriaaCaro;2015-09-14 05:31;0;0;"Zarpado el frio que tengo, ya estoy temblando y ni sali de mi casa.";;;;https://twitter.com/VictoriaaCaro/status/643356485284704256
sunis00;2015-09-14 05:31;0;3;"Y no va el capullo y encima de tener morbazo tiene una voz de esas que te hacen temblar ! Pero de qué va?!";;;;https://twitter.com/sunis00/status/643356412123422720
___ofWinterfell;2015-09-14 05:31;0;0;"@iKingJoffrey + utilizadas no habían sido las apropiadas. Su voz luchaba por no temblar —. Prometísteis ser compasivo, mi señor. Si me +";;@iKingJoffrey;;https://twitter.com/___ofWinterfell/status/643356284566274048
espositivo;2015-09-14 05:30;0;0;"Sismo de magnitud 5,3 en la escala de Ritcher remeció Tokio http:// bitly.com/1OIgC7b";;;;https://twitter.com/espositivo/status/643356141045551104
somosrepublica;2015-09-14 05:30;0;0;"Sismo de magnitud 5,3 en la escala de Ritcher remeció Tokio http:// bitly.com/1OIgC7b";;;;https://twitter.com/somosrepublica/status/643356140802297856
EspositivoRadio;2015-09-14 05:30;1;0;"Sismo de magnitud 5,3 en la escala de Ritcher remeció Tokio http:// bitly.com/1OIgC7b";;;;https://twitter.com/EspositivoRadio/status/643356140785504256
AFPespanol;2015-09-14 05:30;1;0;"La victoria de Corbyn, un " terremoto " para los laboristas británicos #AFP http:// u.afp.com/ZqJ8";;;#AFP;https://twitter.com/AFPespanol/status/643356055750086657
BeaBuenoB;2015-09-14 05:28;0;0;"@fan_morgade Esa es Ariana (o Jessie J) ??? Yo me creía que era la Terremoto de Alcorcón . Bueno, hasta aquí mi análisis de música moderna";;@fan_morgade;;https://twitter.com/BeaBuenoB/status/643355706561822720
NataliaMrtnzGd;2015-09-14 05:28;0;2;"ojalá vierais a Moisés temblando y suspirando con los sueños que está teniendo. muero de amor,súper. Osea quiero decir, este es mi hijo Suso";;;;https://twitter.com/NataliaMrtnzGd/status/643355570787995648
ElisInTheDark;2015-09-14 05:26;0;0;"Stanotte ho faticato ad addormentarmi. Mi sentivo ansiosa e ogni rumore mi sembrava un terremoto . Infatti ho fatto incubi su incubi.";;;;https://twitter.com/ElisInTheDark/status/643355245490401284
Earthquake_rt;2015-09-14 05:26;0;0;"#Sismo M 1.4 - 114km W of Cantwell, Alaska: Time2015-09-14 09:07:24 UTC2015-09-14 01:07:24 -08:00 at... http:// on.doi.gov/1Y2oYwL #CSismica";;;#Sismo #CSismica;https://twitter.com/Earthquake_rt/status/643355231745613824
Earthquake_rt;2015-09-14 05:26;0;0;"#Sismo M 2.5 - 7km S of Leilani Estates, Hawaii: DYFI? - IITime2015-09-14 08:51:36 UTC2015-09-13 22:... http:// on.doi.gov/1Y2lLNA #CSismica";;;#Sismo #CSismica;https://twitter.com/Earthquake_rt/status/643355230659284992
ifattivostri;2015-09-14 05:26;2;2;"Il primo #fatto di oggi "Amici dopo il terremoto " in compagnia di Marco Vanelli e il sindaco Fabio Di Bernanrdo... http:// fb.me/AHjMPPdJ";;;#fatto;https://twitter.com/ifattivostri/status/643355027235569664
devincenziflor;2015-09-14 05:23;0;0;"Muévete a mi ritmo Siente el magnetismo Tu cadera con la mia (boom) Hacen un sismo";;;;https://twitter.com/devincenziflor/status/643354440100134912
onicolasalonso;2015-09-14 05:23;1;0;"PARA ECHARSE A TEMBLAR !! @fomentogob AG. SEGURIDAD FERROVIARIA soloDOS ESPECIALISTAS EN FERROCARRIL http:// fb.me/7EdI3R0Uq @victimastren";;@fomentogob @victimastren;;https://twitter.com/onicolasalonso/status/643354404977016832
losingmyfears;2015-09-14 05:23;0;0;"Sabia que no estaba loca ¡ tembló ! Dos horas atrás..";;;;https://twitter.com/losingmyfears/status/643354338677493760
MaleInItaly1978;2015-09-14 05:23;0;0;"@spinax64 @norma_marco @mauriziofdf @GegnoGrillino @M5S_No_Grazie @M5SpiuL @ilmessaggeroit rifletti!!11!!11 http:// corrieredibologna.corriere.it/bologna/notizi e/cronaca/2014/28-maggio-2014/mirandola-si-merita-terremoto-insulti-choc-simpatizzanti-grillini-223297887107.shtml …";;@spinax64 @norma_marco @mauriziofdf @GegnoGrillino @M5S_No_Grazie @M5SpiuL @ilmessaggeroit;;https://twitter.com/MaleInItaly1978/status/643354302120075266
ifattivostri;2015-09-14 05:22;0;1;""Amici dopo il terremoto " in compagnia di Marco Vanelli e il sindaco Fabio Di Bernardo ora #ifattivostri @RaiDue pic.twitter.com/EKokG7jgGK";;@RaiDue;#ifattivostri;https://twitter.com/ifattivostri/status/643354230363959296
infoCSismica;2015-09-14 05:22;0;0;"#Sismo M 1.4 - 114km W of Cantwell, Alaska: Time2015-09-14 09:07:24 UTC2015-09-14 01:07:24 -08:00 at... http:// on.doi.gov/1Y2oYwL #CSismica";;;#Sismo #CSismica;https://twitter.com/infoCSismica/status/643354138286272512
infoCSismica;2015-09-14 05:22;0;0;"#Sismo M 2.5 - 7km S of Leilani Estates, Hawaii: DYFI? - IITime2015-09-14 08:51:36 UTC2015-09-13 22:... http:// on.doi.gov/1Y2lLNA #CSismica";;;#Sismo #CSismica;https://twitter.com/infoCSismica/status/643354137627766788
infoCSismica;2015-09-14 05:22;0;0;"#Sismo M 1.4 - 10km W of Progreso, B.C., MX: Time2015-09-14 08:54:23 UTC2015-09-14 01:54:23 -07:00 a... http:// on.doi.gov/1OPoQui #CSismica";;;#Sismo #CSismica;https://twitter.com/infoCSismica/status/643354136755355648
infoCSismica;2015-09-14 05:22;0;0;"#Sismo M 1.0 - 6km SE of Coso Junction, California: Time2015-09-14 08:33:03 UTC2015-09-14 01:33:03 -... http:// on.doi.gov/1OPqThS #CSismica";;;#Sismo #CSismica;https://twitter.com/infoCSismica/status/643354135996203008
infoCSismica;2015-09-14 05:22;0;0;"#Sismo M 1.6 - 12km NE of Little Lake, California: Time2015-09-14 08:26:02 UTC2015-09-14 01:26:02 -0... http:// on.doi.gov/1Y2oZRi #CSismica";;;#Sismo #CSismica;https://twitter.com/infoCSismica/status/643354134918225920
TodoSismos;2015-09-14 05:22;0;0;"#Earthquake #Sismo M 1.4 - 114km W of Cantwell, Alaska: Time2015-09-14 09:07:24 UTC2015-09-14 01:07:24 -08:00 ... http:// on.doi.gov/1Y2oYwL";;;#Earthquake #Sismo;https://twitter.com/TodoSismos/status/643354127322345472
TodoSismos;2015-09-14 05:22;0;0;"#Earthquake #Sismo M 2.5 - 7km S of Leilani Estates, Hawaii: DYFI? - IITime2015-09-14 08:51:36 UTC2015-09-13 2... http:// on.doi.gov/1Y2lLNA";;;#Earthquake #Sismo;https://twitter.com/TodoSismos/status/643354126592507904
TodoSismos;2015-09-14 05:22;0;0;"#Earthquake #Sismo M 1.4 - 10km W of Progreso, B.C., MX: Time2015-09-14 08:54:23 UTC2015-09-14 01:54:23 -07:00... http:// on.doi.gov/1OPoQui";;;#Earthquake #Sismo;https://twitter.com/TodoSismos/status/643354125753683968
