username;date;retweets;favorites;text;geo;mentions;hashtags;permalink
laperiferia;2015-09-14 15:00;2;5;"el 19 se cumplen 30 años del sismo de 1985 en DF: http:// bit.ly/1Ob3KJN imagenes v/ @WikiCommons pic.twitter.com/h4zPidcQdr";;@WikiCommons;;https://twitter.com/laperiferia/status/643499501588713473
RichardThirdRex;2015-09-14 15:00;0;0;"@ReyBatallador ella que continuaba temblando de furia a punto de estallar- lo que sea que os pase- dice por lo bajo- guardaoslo para+";;@ReyBatallador;;https://twitter.com/RichardThirdRex/status/643499481946832898
Fedheb;2015-09-14 14:59;0;0;"Aunque de sueño pueda matarme, vas a temblar siempre en mi pecho";;;;https://twitter.com/Fedheb/status/643499434769256448
aprendizurbano;2015-09-14 14:59;0;0;"http://www. ulisescastellanos.com.mx/albums/terremo to/ …";;;;https://twitter.com/aprendizurbano/status/643499370625789952
juanlisboas73;2015-09-14 14:59;0;0;"@PequenoMCC Que este 18 lo pases super grabriel jinto a los tuyos un rico asado y buen terremoto jajjajajaun abrazo";;@PequenoMCC;;https://twitter.com/juanlisboas73/status/643499327684497410
SUP_Murcia;2015-09-14 14:59;0;0;"Más de 4 años desde el terremoto de Lorca, el Gobierno inicia las obras de la nueva Comisaría. http:// comarcaldigital.com/primera-piedra -de-la-nueva-comisaria/ … pic.twitter.com/hG8J0Zqs6A";;;;https://twitter.com/SUP_Murcia/status/643499289570840576
AndreaDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/Va30n1Xd9s";;;#Sinaloa;https://twitter.com/AndreaDBT/status/643499278963490816
rodartazo;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/p9IftTeNR4";;;#Sinaloa;https://twitter.com/rodartazo/status/643499278829228033
pak0odelai;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/9AidwiEpQC";;;#Sinaloa;https://twitter.com/pak0odelai/status/643499278825074689
rosa_alma2157;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/XgxLeba0J2";;;#Sinaloa;https://twitter.com/rosa_alma2157/status/643499278820884481
SofiaIbarra2319;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/RbIWHTMC6F";;;#Sinaloa;https://twitter.com/SofiaIbarra2319/status/643499278804119552
DBT_Sonora;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/jCEOYpofkj";;;#Sinaloa;https://twitter.com/DBT_Sonora/status/643499278787289088
ViridianaDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/iWdyXDn0aK";;;#Sinaloa;https://twitter.com/ViridianaDBT/status/643499278778920960
MiguelDBT;2015-09-14 14:59;1;1;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/6ijJmMoMlN";;;#Sinaloa;https://twitter.com/MiguelDBT/status/643499278741209088
MalenaJaquez;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/QkJeRn1E6u";;;#Sinaloa;https://twitter.com/MalenaJaquez/status/643499278716043264
graveramos;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/vXiVxZdWfm";;;#Sinaloa;https://twitter.com/graveramos/status/643499278711828480
LSMzt;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/HEvPgWoLM7";;;#Sinaloa;https://twitter.com/LSMzt/status/643499278674096129
LMottaDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/30PRIFptQ3";;;#Sinaloa;https://twitter.com/LMottaDBT/status/643499278665707520
LinoDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/onBaMvlzlM";;;#Sinaloa;https://twitter.com/LinoDBT/status/643499278661500929
GabrielaDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/h21qm0R7Kf";;;#Sinaloa;https://twitter.com/GabrielaDBT/status/643499278623707136
LUISZATARAIN19;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/dqpJxUdARX";;;#Sinaloa;https://twitter.com/LUISZATARAIN19/status/643499278615228416
DebateDurango;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/1tyHRbYw6i";;;#Sinaloa;https://twitter.com/DebateDurango/status/643499278611181568
ELDEBATE;2015-09-14 14:59;3;2;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/wnZ50eYInb";;;#Sinaloa;https://twitter.com/ELDEBATE/status/643499278606954496
DBT_Mazatlan;2015-09-14 14:59;1;2;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/8VWTcgjnex";;;#Sinaloa;https://twitter.com/DBT_Mazatlan/status/643499278552420352
JesusGDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/emxczXfZQ0";;;#Sinaloa;https://twitter.com/JesusGDBT/status/643499278510522370
BlancaDBT;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/UGNijlAFIo";;;#Sinaloa;https://twitter.com/BlancaDBT/status/643499278493724672
asxk;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/Bq2r1l1bLz";;;#Sinaloa;https://twitter.com/asxk/status/643499278468534272
JoeDbt;2015-09-14 14:59;0;0;"Sigue temblando en el norte de #Sinaloa http:// goo.gl/1HkHjX pic.twitter.com/o5VgQ6ZlnD";;;#Sinaloa;https://twitter.com/JoeDbt/status/643499278422396929
coc_chen;2015-09-14 14:58;0;0;"@CocSpainCom y que cambia el terremoto rayo y el veneno? me pilla fuera de casa y no me enterado de nada";;@CocSpainCom;;https://twitter.com/coc_chen/status/643499176018505731
garajedo;2015-09-14 14:58;0;0;"Comercial de la nueva Ford F-150 que pone a la competencia a temblar . http:// fb.me/7uYHZs18Y";;;;https://twitter.com/garajedo/status/643499174768574464
ArmandoJr117;2015-09-14 14:58;0;0;"La llorona 1 dia antes del terremoto 1985 Videos de terror fantasmas vid... https:// youtu.be/6Ed6snQpO9U vía @YouTube";;@YouTube;;https://twitter.com/ArmandoJr117/status/643499142640218113
twitmujer;2015-09-14 14:58;0;0;"Temblor , ¡¿alguien por favor quiere pensar en las mascotas?! http:// ift.tt/1Kix35X";;;;https://twitter.com/twitmujer/status/643499034041315328
MonitorSismico;2015-09-14 14:58;0;0;"#Sismo M 3.6 ANTOFAGASTA, #CHILE . 14-09-2015 18:25 UTC http:// srj.us/3E3 #Temblor #CSEM #EMSC pic.twitter.com/EBzuiSYeue";;;#Sismo #CHILE #Temblor #CSEM #EMSC;https://twitter.com/MonitorSismico/status/643499032128692224
_vuv1;2015-09-14 14:58;0;1;"Como es que no te das cuenta de que al solo verte, yo qué soy tan fuerte empiezo a temblar Bmc...";;;;https://twitter.com/_vuv1/status/643499004156841984
CICMoficial;2015-09-14 14:58;0;0;"El ponente aborda los tipos de seguridad en las presas, y sí son periódico o de emergencia, dependiendo de la magnitud del sismo";;;;https://twitter.com/CICMoficial/status/643498953565147136
ibexseriejoven;2015-09-14 14:58;0;0;"Shiller alerta de una burbuja en la bolsa de EEUU: &quot;Habrá un terremoto inminente&quot; http:// tinyurl.com/ocszp7v #ElEconomista";;;#ElEconomista;https://twitter.com/ibexseriejoven/status/643498950981496832
carloscomfia;2015-09-14 14:57;0;0;"#refugeeswelcome Personas andando que hacen temblar todas las hipocresías. Sus pasos de paz rompen la guerra.";;;#refugeeswelcome;https://twitter.com/carloscomfia/status/643498945407283200
KarenAranha;2015-09-14 14:57;0;0;"Empezaron los festejos...! #VivaChile #Asado #Terremoto #Vinito #CV411 https:// instagram.com/p/7nzTLaKKII/";;;#VivaChile #Asado #Terremoto #Vinito #CV411;https://twitter.com/KarenAranha/status/643498938251784193
GiorgiGi0;2015-09-14 14:57;0;0;"@fattoquotidiano Pertini si è presentato anche in Irpinia dopo il terremoto .. Non solo parate pro-ego";;@fattoquotidiano;;https://twitter.com/GiorgiGi0/status/643498937958178816
poslameraverdad;2015-09-14 14:57;0;0;"Ufffff cuanto rigor del sopenco EPN, puso a temblar a los egipcios del miedo. https:// twitter.com/PrometeoNuclea r/status/643413189044994048 …";;;;https://twitter.com/poslameraverdad/status/643498926755180545
_wanthiswag;2015-09-14 14:57;0;5;"Estoy paseando a mi perro y estoy temblando dios.";;;;https://twitter.com/_wanthiswag/status/643498918857297920
pedrosimonis;2015-09-14 14:57;0;0;"Terremoto tava linda hoje Pqp";;;;https://twitter.com/pedrosimonis/status/643498918811201536
JorgevilchezVV;2015-09-14 14:57;0;0;"#InterVTV | Un terremoto de magnitud 6,6 sacudió a México este domingo http:// goo.gl/GwgFB0 pic.twitter.com/5ZOG6txfUg #Noticell";;;#InterVTV #Noticell;https://twitter.com/JorgevilchezVV/status/643498886783500288
Amo_Sinaloa;2015-09-14 14:57;0;0;"Da miedo a unos días de cumplir 30 años del terremoto del 85 en la cd. de Mexico http:// movil.informador.com.mx/mexico/2015/61 4130/6/sin-danos-hasta-el-momento-por-sismos-en-sinaloa-y-bcs.htm …";;;;https://twitter.com/Amo_Sinaloa/status/643498848837599232
karlaa1230;2015-09-14 14:56;0;0;"Sigue temblando en Sinaloa http:// fb.me/6OR7jLPQw";;;;https://twitter.com/karlaa1230/status/643498684563505153
Krewellx;2015-09-14 14:56;0;1;"Me está temblando el ojo pic.twitter.com/ECcxqWeHZT";;;;https://twitter.com/Krewellx/status/643498673578602496
Macarena5Castro;2015-09-14 14:56;0;0;"Todavía no entiendo porque cuando me pasan estas cosas no puedo dejar de temblar";;;;https://twitter.com/Macarena5Castro/status/643498665596858368
Lontrablues;2015-09-14 14:56;0;0;"Terremoto na Petrobras (2) http://www. oantagonista.com/posts/terremot o-na-petrobras-2 … via: @o_antagonista";;@o_antagonista;;https://twitter.com/Lontrablues/status/643498663596150785
BlancaRenegade;2015-09-14 14:55;0;0;"Llevo todo el día temblando y con frío.";Caceres, Spain;;;https://twitter.com/BlancaRenegade/status/643498376311513088
CHyCS_UACM;2015-09-14 14:55;0;0;"Del Coloquio Internacional “La Ciudad de México a treinta años del terremoto de 1985. Balance y perspectivas de... http:// fb.me/4Rr5xE24z";;;;https://twitter.com/CHyCS_UACM/status/643498376265400320
rangel_daz;2015-09-14 14:55;0;0;"“Haz de cuenta una guerra”: Vidal | El Universal http://www. eluniversal.com.mx/articulo/perio dismo-de-investigacion/2015/09/14/haz-de-cuenta-una-guerra-vidal#.VfcXn7toKxU.twitter … ¡EL TERREMOTO PARTEAGUAS DE LAS "NARCOGUERRAS" POLÍTICAS DE MÉXICO!";;;#;https://twitter.com/rangel_daz/status/643498370720468992
wendyfimbres;2015-09-14 14:55;0;0;"Estoy temblando más de lo normal, chingado.";;;;https://twitter.com/wendyfimbres/status/643498369470590976
stoesselftvamps;2015-09-14 14:55;1;0;"Yo estaba temblando tanta emoción #TiniEnLeGrandJournal @TiniStoessel @marianaluciamuz @alestoeessel pic.twitter.com/oZ4NWLiNvb";;@TiniStoessel @marianaluciamuz @alestoeessel;#TiniEnLeGrandJournal;https://twitter.com/stoesselftvamps/status/643498366031298560
gordonesroo;2015-09-14 14:55;0;0;"? #NowPlaying ? Soda Stereo - Cuando Pase El Temblor http:// ift.tt/18r9auY";;;#NowPlaying;https://twitter.com/gordonesroo/status/643498320598564864
cosamaloapanpc;2015-09-14 14:55;2;2;"PC se suma a la conmemoración del 30 aniversario del Terremoto de 1985. @adrianamaass @EvaLealMolina pic.twitter.com/tiu3TjjxSv";;@adrianamaass @EvaLealMolina;;https://twitter.com/cosamaloapanpc/status/643498253737193472
andrea_zb_;2015-09-14 14:54;0;0;"Porque una vez me viste temblar y en vez de taparme te desnudaste conmigo; Y desde entonces es… https:// instagram.com/p/7ny9p1TaQV/";;;;https://twitter.com/andrea_zb_/status/643498195134337027
horaciocb;2015-09-14 14:54;0;0;"Terremoto na Petrobras (2) http://www. oantagonista.com/posts/terremot o-na-petrobras-2 …";;;;https://twitter.com/horaciocb/status/643498072635523072
eq_map_es2;2015-09-14 14:54;0;1;"?ML3.6?ANTOFAGASTA, CHILE 120km 14/09/2015 18:25:56 UTC #Sismo #Terremoto (G) http:// j.mp/1KOLO7j (EMSC) http:// j.mp/1Ob3k63";Sierra Gorda, Chile;;#Sismo #Terremoto;https://twitter.com/eq_map_es2/status/643498058387427328
698400811;2015-09-14 14:54;0;0;"Shiller alerta de una burbuja en la bolsa de EEUU: ''Habrá un terremoto inminente'' -... http:// fb.me/1RbP2MYSo";;;;https://twitter.com/698400811/status/643498039550832645
EntreChicasBlog;2015-09-14 14:53;0;0;"15 Cosas que ellos hacen al ligar y a nosotras nos ponen a temblar http:// entrechicas.ga/15-cosas-que-e llos-hacen-al-ligar-y-a-nosotras-nos-ponen-a-temblar/ … pic.twitter.com/3TKsGYDCY6";;;;https://twitter.com/EntreChicasBlog/status/643497906943737856
guzcartunista;2015-09-14 14:53;0;0;"O Antagonista - Terremoto na Petrobras (2) http:// fb.me/7OhrY3fUs";;;;https://twitter.com/guzcartunista/status/643497895262593024
EMSC;2015-09-14 14:53;0;0;"#Earthquake ( #sismo ) M3.6 strikes 84 km SW of San Pedro de Atacama ( #Chile ) 28 min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459296 …";;;#Earthquake #sismo #Chile;https://twitter.com/EMSC/status/643497841495810048
galenaGB;2015-09-14 14:53;0;1;"Las altas mueven los cielos pero las chiquitas movemos los suelos y causamos terremoto ! pic.twitter.com/fNfJOaYvcZ";;;;https://twitter.com/galenaGB/status/643497778698711040
Americanoticia;2015-09-14 14:53;0;0;"Premio Nobel de economía prevé un " terremoto " en el mercado de valores de EE.UU. http:// fb.me/4OJiuL2K0";;;;https://twitter.com/Americanoticia/status/643497772642078720
NahuiEhecatl;2015-09-14 14:52;0;0;"Lo que la tierra dio, y el temblor bajó. https:// instagram.com/p/7nyt8SOcDw/";;;;https://twitter.com/NahuiEhecatl/status/643497661182644224
LUISFELIPE_P;2015-09-14 14:52;20;35;"Reunión con @KUNOBP para comentar el proyecto de la película relacionada a el #Sismo de 1985 @PcSegob pic.twitter.com/x2u0ixRI9w";;@KUNOBP @PcSegob;#Sismo;https://twitter.com/LUISFELIPE_P/status/643497469565870081
rosariovitale67;2015-09-14 14:51;0;0;"L'Aquila, a 6 anni dal terremoto nulla è cambiato. Negozianti disperati: "Rischiamo lo sfratto" http:// fb.me/3oLCIYafS";;;;https://twitter.com/rosariovitale67/status/643497430672084992
imagen_cdmx;2015-09-14 14:51;0;0;"21 de Septiembre 17hras: "Conversatorio sobre el terremoto de 1985: testimonios de sobrevivientes" 22 de... http:// fb.me/3WRxNieNO";;;;https://twitter.com/imagen_cdmx/status/643497254792335360
SaantiArias;2015-09-14 14:51;0;0;"Despierta corazon volvamosss a amarnos hasta que las paredes queden temblando";;;;https://twitter.com/SaantiArias/status/643497226501758981
DBT_Culiacan;2015-09-14 14:51;0;0;"#Sismo http:// fb.me/7oTZDnLrP";;;#Sismo;https://twitter.com/DBT_Culiacan/status/643497208038428672
feriosdancer;2015-09-14 14:50;0;0;"Casual que te encuentras en tu hotel a LA LEYENDA MEXICANA ALEX, ahhhhhhhhhhhhh sigo temblando de la… https:// instagram.com/p/7nygMmqVFc/";Paradise, NV;;;https://twitter.com/feriosdancer/status/643497183782785024
mancebo_97;2015-09-14 14:50;0;0;"@evita_mendez14 estoy temblando ...";;@evita_mendez14;;https://twitter.com/mancebo_97/status/643497169064972288
CocSpainCom;2015-09-14 14:50;9;18;"Cambios en los hechizos de terremoto , rayo, veneno y congelar. Congelar ahora congelará las tropas defensivas aéreas";;;;https://twitter.com/CocSpainCom/status/643497067881627651
EMSC;2015-09-14 14:50;2;0;"#Earthquake ( #sismo ) M2.3 strikes 71 km SE of #Lakeview ( #Oregon ) 1hr 13min ago. More info: http://www. emsc-csem.org/Earthquake/ear thquake.php?id=459295 …";;;#Earthquake #sismo #Lakeview #Oregon;https://twitter.com/EMSC/status/643497067768336384
ColectorVAS;2015-09-14 14:50;0;0;"Premio Nobel de economía prevé un “ terremoto ” en el mercado de valores de EE.UU. http:// bit.ly/1gmNxCq";;;;https://twitter.com/ColectorVAS/status/643497066522656772
cicuncuncuyo;2015-09-14 14:50;0;0;"PanoramaU - 14 de setiembre - Banco Nación - Sismo - Información pública: Seguimos la evolución de las notici... http:// bit.ly/1QAO0hB";;;;https://twitter.com/cicuncuncuyo/status/643497040719294464
abc_deportes;2015-09-14 14:50;0;2;"Estados Unidos hace temblar al fútbol mundial - http:// w.abc.es/sh9zdk - #FIFA";;;#FIFA;https://twitter.com/abc_deportes/status/643496986205929472
CorpCasadeBolsa;2015-09-14 14:50;1;1;"Sismo de magnitud 6,6 sacude el noroeste de México - http:// is.gd/zxhAUH vía @periodicovzlano";;@periodicovzlano;;https://twitter.com/CorpCasadeBolsa/status/643496984742088705
TheShooterCoC;2015-09-14 14:49;2;5;"Me ha gustado un vídeo de @YouTube de @theshootercoc ( http:// youtu.be/HsB_rqHi9wQ?a - Cambios en HECHIZOS! Terremoto ,Veneno,Congelacion |";;@YouTube @theshootercoc;;https://twitter.com/TheShooterCoC/status/643496892748419072
JuvCrisDeAranza;2015-09-14 14:49;0;0;"Via VTVcanal8: #InterVTV | Un terremoto de magnitud 6,6 sacudió a México este domingo http:// goo.gl/GwgFB0 pic.twitter.com/5eoAmNkTxp";;;#InterVTV;https://twitter.com/JuvCrisDeAranza/status/643496830089756672
TheShooterCoC;2015-09-14 14:49;1;5;"Cambios en HECHIZOS! Terremoto ,Veneno,Congelacion | Actualizacion SEPTIEMBRE 2015 | Clash of Clans http:// youtu.be/HsB_rqHi9wQ?a";;;;https://twitter.com/TheShooterCoC/status/643496753501749249
GricelGamarra;2015-09-14 14:48;1;0;""Querer a alguien no es cuestión de físico. Es de sensaciones, que te haga temblar sin estar. Que..." http:// tmblr.co/ZuNOgt1uEHPer";;;;https://twitter.com/GricelGamarra/status/643496584802648065
AnimeHijouniR;2015-09-14 14:48;0;0;"http://www. youtube.com/watch?v=ix517w bVJ7k … Recordando a los caidos del temblor un programa que estaba al aire en el... http:// fb.me/7uoTSzVjF";;;;https://twitter.com/AnimeHijouniR/status/643496484026101761
ecoanalitica;2015-09-14 14:48;7;0;"Premio Nobel de economía prevé un “ terremoto ” en el mercado de valores de EE.UU. http:// bit.ly/1gmNxCq (vía @bancaynegocios )";;@bancaynegocios;;https://twitter.com/ecoanalitica/status/643496453948768256
VTVcanal8;2015-09-14 14:48;5;0;"#InterVTV | Un terremoto de magnitud 6,6 sacudió a México este domingo http:// goo.gl/GwgFB0 pic.twitter.com/LLSEVUrzGN";;;#InterVTV;https://twitter.com/VTVcanal8/status/643496447661314048
Ondas1470;2015-09-14 14:47;0;0;"Primer vistazo oficial a Chloe Bennet como Temblor en la 3ª temporada de Agents of S.H.I.E.L.D. http:// ow.ly/348189";;;;https://twitter.com/Ondas1470/status/643496406095921153
CDW1170;2015-09-14 14:47;0;0;"En el marco del 30 aniversario del sismo de 1985, el sábado 19 se activará una alarma, se invita a la gente pasar la voz y no alertarse";;;;https://twitter.com/CDW1170/status/643496346809450496
LadyReynolds8;2015-09-14 14:47;2;6;""Para días malos, saltos en la cama hasta el techo y karaokes bestiales que hagan temblar las paredes." ;)";;;;https://twitter.com/LadyReynolds8/status/643496249753247744
puppepaloma;2015-09-14 14:47;0;0;"Da miedo a unos días de cumplir 30 años del terremoto del 85 en la cd. de Mexico http:// movil.informador.com.mx/mexico/2015/61 4130/6/sin-danos-hasta-el-momento-por-sismos-en-sinaloa-y-bcs.htm …";;;;https://twitter.com/puppepaloma/status/643496233546481664
Mackavy;2015-09-14 14:47;0;0;"Me estoy perdiendo el ciclo de conferencias del sismo del 85";Miguel Hidalgo, Distrito Federal;;;https://twitter.com/Mackavy/status/643496210272256002
SalmiuxMartin;2015-09-14 14:46;0;0;"Temblando como un barco de papel!";;;;https://twitter.com/SalmiuxMartin/status/643496117137707008
AzcapotzalcoDF;2015-09-14 14:45;2;0;"Que Hacer antes ,Durante y Después de un Sismo http:// ow.ly/i/cZrht";;;;https://twitter.com/AzcapotzalcoDF/status/643495919795707904
Unidosenred;2015-09-14 14:45;0;0;"Plácido Domingo realizará concierto en memoria del terremoto de 1985 en México >> http://www. unidosenred.org//SitePages/New sViewer.aspx?IDNews=1246 …";;;;https://twitter.com/Unidosenred/status/643495869568950273
rangel_daz;2015-09-14 14:45;0;0;"Los cuerpos de nadie | El Universal http://www. eluniversal.com.mx/articulo/perio dismo-de-investigacion/2015/09/14/los-cuerpos-de-nadie#.VfcVm3GJuwo.twitter … ¡MILES EN EL TERREMOTO DEL 85!";;;#;https://twitter.com/rangel_daz/status/643495815068172290
cronicajalisco;2015-09-14 14:45;0;0;"En #SociedadYPoder Raúl Trejo Delarbre @ciberfan escribe “Recuerdo del terremoto " http:// cro.mx/j/Quf pic.twitter.com/KnIfxhI6qN";;@ciberfan;#SociedadYPoder;https://twitter.com/cronicajalisco/status/643495806381764608
tryo1;2015-09-14 14:44;1;0;"El programa de Natgeo sobre el sismo del 85 todo un fiasco parecía un capítulo de la Rosa de Guadalupe";;;;https://twitter.com/tryo1/status/643495649112100864
JoseM_2703;2015-09-14 14:44;0;2;"@FolagoR espero que te haya gustado mucho mi paquetito. Ahora mismo estoy medio temblando de verdad. No tengo palabras";;@FolagoR;;https://twitter.com/JoseM_2703/status/643495568510218240
Estructurando;2015-09-14 14:44;2;3;"Descárgate un programa para generar Acelerómetros Sintéticos. Otra forma para calcular una estructura ante el sismo . http:// estructurando.net/2014/10/06/des cargate-un-programa-para-generar-acelerometros-sinteticos-otra-forma-para-calcular-una-estructura-ante-el-sismo/ …";;;;https://twitter.com/Estructurando/status/643495523413045248
Vegana_madrid;2015-09-14 14:44;1;0;"Ver el comentario que le han dejado en en muro de Pacma y temblar al saber en las manos que estará Rompesuelas... http:// fb.me/4GHxpTFT4";;;;https://twitter.com/Vegana_madrid/status/643495506082140160
felipedraper;2015-09-14 14:43;0;0;"Temblor , ¡¿alguien por favor quiere pensar en las mascotas?! http:// bit.ly/1KakuL1";;;;https://twitter.com/felipedraper/status/643495414465961984
noticiarepretel;2015-09-14 14:43;1;4;"Un sismo de 4.8 grados sacudió la Costa del Pacífico sur del país http://www. repretel.com/actualidad/un- sismo-de-48-grados-sacudio-la-costa-del-pacifico-sur-del-pais-2059 … pic.twitter.com/DCGtJqq0xJ";Costa Rica;;;https://twitter.com/noticiarepretel/status/643495224820527104
alejandraemeuve;2015-09-14 14:43;2;7;"A casi 30 años de ocurrido, escribo [otra vez, y otra] del sismo del '85. Mi tema recurrente, indescifrable, icónico: http:// juristasunam.com/1985/16234/";;;;https://twitter.com/alejandraemeuve/status/643495188330086404
CICMoficial;2015-09-14 14:42;0;0;"Tenemos información sobre las condiciones actuales de los colectores de la red primaria y cuáles son vulnerables a un sismo : Carmona";;;;https://twitter.com/CICMoficial/status/643495161708826624
ManuelaPardoo;2015-09-14 14:42;0;0;"Siente el magnetismo, tu cadera y la mía hacen un sismo";;;;https://twitter.com/ManuelaPardoo/status/643495150845579265
rangel_daz;2015-09-14 14:42;0;0;"El sismo de los 10 mil muertos | El Universal http://www. eluniversal.com.mx/articulo/perio dismo-de-investigacion/2015/09/14/el-sismo-de-los-10-mil-muertos#.VfcUqCqcc-Y.twitter … ¡CUANDO COLAPSO EL SISTEMA HEGEMÓNICO DEL PRIÍSMO EN EL GOBIERNO!";;;#;https://twitter.com/rangel_daz/status/643495089491345408
linoy07;2015-09-14 14:42;0;0;"@LetiSiciliani @bar_fiszerman estoy temblando !!!!te amo para siempre leti besos desde israel";Israel;@LetiSiciliani @bar_fiszerman;;https://twitter.com/linoy07/status/643495084575559680
publisitios;2015-09-14 14:42;0;0;"15:25 [Oficial] Sismo 3.6 Richter Profundidad: 117.6 km Localidad: 86 km al Sureste de Sierra Gorda. ... http:// bit.ly/1KmjxD1";;;;https://twitter.com/publisitios/status/643494963641208832
SrDatos;2015-09-14 14:42;0;0;"15:25 [Oficial] Sismo 3.6 Richter Profundidad: 117.6 km Localidad: 86 km al Sureste de Sierra Gorda. ... http:// bit.ly/1KmjxD1";;;;https://twitter.com/SrDatos/status/643494961724440576
RedSismos;2015-09-14 14:42;0;0;"15:25 [Oficial] Sismo 3.6 Richter Profundidad: 117.6 km Localidad: 86 km al Sureste de Sierra Gorda. ... http:// bit.ly/1KmjxD1";;;;https://twitter.com/RedSismos/status/643494959925075972
Capital_21;2015-09-14 14:42;2;2;"Los daños y la reparación de los mismos en la #CDMX , luego del Terremoto de 1985 -> http:// bit.ly/1OQhdDS pic.twitter.com/uSrSHsMsVI";;;#CDMX;https://twitter.com/Capital_21/status/643494935568646144
_johilopez;2015-09-14 14:41;0;0;"..Mi Perra Es Tan Valiente Que Viene El Plomero y Se Esconde En El Lavadero Cerca Del Armario Temblando Tutti :O.. pic.twitter.com/KRswmW3a9p";;;;https://twitter.com/_johilopez/status/643494750935490560
bourjack;2015-09-14 14:40;0;0;"Diez mil muertos pudieron ser el saldo terremoto del 85 en la Ciudad de México, estiman http://www. eluniversal.com.mx/articulo/perio dismo-de-investigacion/2015/09/14/el-sismo-de-los-10-mil-muertos …";;;;https://twitter.com/bourjack/status/643494671109476352
disenouia;2015-09-14 14:40;2;3;"A 30 años del terremoto en México. Acto Conmemorativo del Sismo del 85, Explanada Central. 17 de septiembre, 7:19... http:// fb.me/4FaADJSlt";;;;https://twitter.com/disenouia/status/643494661533868032
JUBA_GALO;2015-09-14 14:40;0;0;"Terremoto na Petrobras http://www. oantagonista.com/posts/terremot o-na-petrobras … via: @o_antagonista";;@o_antagonista;;https://twitter.com/JUBA_GALO/status/643494626180075520
MetroLibrePTY;2015-09-14 14:40;4;0;"Sismo de 4.6 Mw sin afectaciones reveló el Sinaproc http:// metrolibre.com//Nacionales/si smo-de-46-mw-sin-afectaciones-revelo-el-sinaproc-48b.html …";;;;https://twitter.com/MetroLibrePTY/status/643494565270450176
Re_7_Gustavo;2015-09-14 14:40;0;0;"TEMBLOR @Radio_Emergenci https:// twitter.com/sismoguc/statu s/643494223946338304 …";;@Radio_Emergenci;;https://twitter.com/Re_7_Gustavo/status/643494544143683584
pollitaconpapos;2015-09-14 14:40;0;2;"Carlos Monsiváis sobre el terremoto del '85. https:// instagram.com/p/7nxSIPtqei/";;;;https://twitter.com/pollitaconpapos/status/643494500770312192
dicenpuntocom;2015-09-14 14:40;0;0;"Un sismo de magnitud 4,7 sacude la costa occidental de EE.UU. - http:// dicenpuntocom.com/2015/09/14/un- sismo-de-magnitud-47-sacude-la-costa-occidental-de-ee-uu/ … pic.twitter.com/wlGO5O3VDM";;;;https://twitter.com/dicenpuntocom/status/643494468134506497
